event_id,store_id,campaign_id,product_code,base_price,promo_type,quantity_sold(before_promo),quantity_sold(after_promo),Revenue Before,Revenue After,IR,IR%,ISU,ISU%
eb5927,STMDU-1,CAMP_SAN_01,P06,415,25% OFF,21,17,8715,5291.25,-3423.75,-39%,-4,-19%
87bb82,STCBE-0,CAMP_SAN_01,P15,3000,500 Cashback,126,275,378000,687500,309500,82%,149,118%
26e506,STCHE-0,CAMP_SAN_01,P09,90,25% OFF,72,59,6480,3982.5,-2497.5,-39%,-13,-18%
fe4a15,STCBE-4,CAMP_SAN_01,P01,172,33% OFF,205,284,35260,32728.16,-2531.84,-7%,79,39%
30c488,STTRV-0,CAMP_SAN_01,P01,172,33% OFF,132,187,22704,21549.88,-1154.12,-5%,55,42%
7641,STBLR-1,CAMP_SAN_01,P14,1020,BOGOF,97,257,98940,262140,163200,165%,417,430%
dabee8,STBLR-1,CAMP_SAN_01,P05,55,25% OFF,19,17,1045,701.25,-343.75,-33%,-2,-11%
ba86f4,STVSK-1,CAMP_DIW_01,P13,350,BOGOF,61,204,21350,71400,50050,234%,347,569%
4236be,STTRV-0,CAMP_SAN_01,P14,1020,BOGOF,70,280,71400,285600,214200,300%,490,700%
c43947,STHYD-5,CAMP_SAN_01,P06,415,25% OFF,39,35,16185,10893.75,-5291.25,-33%,-4,-10%
a617b5,STHYD-4,CAMP_SAN_01,P14,1020,BOGOF,102,410,104040,418200,314160,302%,718,704%
d04921,STMLR-1,CAMP_DIW_01,P10,65,50% OFF,50,68,3250,2210,-1040,-32%,18,36%
e60b61,STMLR-0,CAMP_SAN_01,P06,415,25% OFF,15,12,6225,3735,-2490,-40%,-3,-20%
c9fa13,STHYD-4,CAMP_SAN_01,P04,370,BOGOF,403,1567,149110,579790,430680,289%,2731,678%
7bb8ed,STCHE-2,CAMP_SAN_01,P08,1190,BOGOF,45,175,53550,208250,154700,289%,305,678%
20eb36,STCBE-1,CAMP_DIW_01,P10,65,50% OFF,80,92,5200,2990,-2210,-43%,12,15%
166ffe,STMYS-1,CAMP_SAN_01,P10,50,25% OFF,28,20,1400,750,-650,-46%,-8,-29%
985960,STCBE-4,CAMP_SAN_01,P06,415,25% OFF,21,17,8715,5291.25,-3423.75,-39%,-4,-19%
4dcb0e,STBLR-8,CAMP_SAN_01,P03,200,BOGOF,360,1414,72000,282800,210800,293%,2468,686%
f304a8,STMYS-1,CAMP_DIW_01,P04,290,25% OFF,204,157,59160,34147.5,-25012.5,-42%,-47,-23%
9b5299,STBLR-6,CAMP_DIW_01,P04,290,25% OFF,360,320,104400,69600,-34800,-33%,-40,-11%
1130ea,STHYD-6,CAMP_DIW_01,P14,1020,BOGOF,45,155,45900,158100,112200,244%,265,589%
0a2689,STBLR-8,CAMP_SAN_01,P12,62,50% OFF,55,77,3410,2387,-1023,-30%,22,40%
03b653,STCBE-3,CAMP_DIW_01,P02,860,33% OFF,266,446,228760,256985.2,28225.2,12%,180,68%
46d796,STHYD-6,CAMP_SAN_01,P07,300,BOGOF,51,205,15300,61500,46200,302%,359,704%
d62a10,STCHE-7,CAMP_DIW_01,P13,350,BOGOF,63,242,22050,84700,62650,284%,421,668%
380c68,STTRV-1,CAMP_DIW_01,P07,300,BOGOF,29,96,8700,28800,20100,231%,163,562%
35418e,STTRV-0,CAMP_DIW_01,P14,1020,BOGOF,21,70,21420,71400,49980,233%,119,567%
5f2bb8,STBLR-8,CAMP_SAN_01,P11,190,50% OFF,45,62,8550,5890,-2660,-31%,17,38%
9.90E+87,STHYD-6,CAMP_DIW_01,P05,55,25% OFF,117,104,6435,4290,-2145,-33%,-13,-11%
c25b15,STHYD-6,CAMP_DIW_01,P07,300,BOGOF,63,218,18900,65400,46500,246%,373,592%
4f560f,STHYD-0,CAMP_SAN_01,P02,860,33% OFF,514,791,442040,455774.2,13734.2,3%,277,54%
0a8543,STHYD-4,CAMP_DIW_01,P01,172,33% OFF,304,465,52288,53586.6,1298.6,2%,161,53%
3edc10,STVSK-1,CAMP_DIW_01,P03,156,25% OFF,246,194,38376,22698,-15678,-41%,-52,-21%
59effd,STBLR-5,CAMP_SAN_01,P14,1020,BOGOF,97,380,98940,387600,288660,292%,663,684%
3b4a4f,STBLR-0,CAMP_DIW_01,P04,290,25% OFF,337,296,97730,64380,-33350,-34%,-41,-12%
0ffbbc,STTRV-1,CAMP_SAN_01,P09,90,25% OFF,30,28,2700,1890,-810,-30%,-2,-7%
08086d,STBLR-7,CAMP_DIW_01,P10,65,50% OFF,120,188,7800,6110,-1690,-22%,68,57%
c5ba9b,STMYS-0,CAMP_SAN_01,P01,172,33% OFF,279,401,47988,46211.24,-1776.76,-4%,122,44%
d953a5,STBLR-1,CAMP_SAN_01,P01,172,33% OFF,297,418,51084,48170.32,-2913.68,-6%,121,41%
be603f,STHYD-1,CAMP_DIW_01,P09,110,50% OFF,87,92,9570,5060,-4510,-47%,5,6%
a02f06,STMLR-2,CAMP_SAN_01,P04,370,BOGOF,226,881,83620,325970,242350,290%,1536,680%
955fa6,STHYD-5,CAMP_DIW_01,P12,62,50% OFF,161,209,9982,6479,-3503,-35%,48,30%
a42141,STMDU-1,CAMP_SAN_01,P15,3000,500 Cashback,85,195,255000,487500,232500,91%,110,129%
e716e7,STBLR-7,CAMP_DIW_01,P09,110,50% OFF,78,117,8580,6435,-2145,-25%,39,50%
4b515c,STVJD-1,CAMP_SAN_01,P02,860,33% OFF,274,394,235640,227022.8,-8617.2,-4%,120,44%
9a1d69,STMDU-3,CAMP_DIW_01,P01,172,33% OFF,292,373,50224,42984.52,-7239.48,-14%,81,28%
79d01b,STHYD-1,CAMP_DIW_01,P11,190,50% OFF,61,72,11590,6840,-4750,-41%,11,18%
8b729b,STMDU-2,CAMP_SAN_01,P02,860,33% OFF,319,379,274340,218379.8,-55960.2,-20%,60,19%
136c14,STHYD-1,CAMP_SAN_01,P03,200,BOGOF,328,833,65600,166600,101000,154%,1338,408%
94cacb,STCHE-0,CAMP_SAN_01,P12,62,50% OFF,55,79,3410,2449,-961,-28%,24,44%
5ce72d,STMLR-2,CAMP_SAN_01,P11,190,50% OFF,24,27,4560,2565,-1995,-44%,3,13%
c873b4,STVSK-4,CAMP_DIW_01,P02,860,33% OFF,267,389,229620,224141.8,-5478.2,-2%,122,46%
b9b7dd,STBLR-3,CAMP_DIW_01,P12,62,50% OFF,126,157,7812,4867,-2945,-38%,31,25%
fb2c04,STVSK-0,CAMP_SAN_01,P08,1190,BOGOF,28,108,33320,128520,95200,286%,188,671%
04f19c,STMYS-0,CAMP_DIW_01,P08,1190,BOGOF,50,146,59500,173740,114240,192%,242,484%
3bcf8b,STCHE-6,CAMP_SAN_01,P14,1020,BOGOF,138,547,140760,557940,417180,296%,956,693%
b78a4f,STCBE-3,CAMP_SAN_01,P13,350,BOGOF,99,383,34650,134050,99400,287%,667,674%
1b1cf1,STBLR-8,CAMP_DIW_01,P09,110,50% OFF,61,77,6710,4235,-2475,-37%,16,26%
dc07e1,STMYS-2,CAMP_SAN_01,P06,415,25% OFF,31,26,12865,8092.5,-4772.5,-37%,-5,-16%
b92097,STCBE-4,CAMP_DIW_01,P03,156,25% OFF,257,221,40092,25857,-14235,-36%,-36,-14%
ffb109,STVSK-2,CAMP_DIW_01,P15,3000,500 Cashback,204,589,612000,1472500,860500,141%,385,189%
11578,STHYD-3,CAMP_SAN_01,P14,1020,BOGOF,87,236,88740,240720,151980,171%,385,443%
a0017b,STCBE-4,CAMP_SAN_01,P05,55,25% OFF,16,12,880,495,-385,-44%,-4,-25%
ac0db6,STBLR-8,CAMP_SAN_01,P06,415,25% OFF,22,16,9130,4980,-4150,-45%,-6,-27%
1e8961,STBLR-3,CAMP_SAN_01,P12,62,50% OFF,61,84,3782,2604,-1178,-31%,23,38%
f957f1,STMDU-1,CAMP_SAN_01,P10,50,25% OFF,22,18,1100,675,-425,-39%,-4,-18%
a9ae21,STCBE-0,CAMP_DIW_01,P12,62,50% OFF,80,119,4960,3689,-1271,-26%,39,49%
e5d28d,STVSK-0,CAMP_SAN_01,P13,350,BOGOF,73,282,25550,98700,73150,286%,491,673%
4d22d1,STBLR-9,CAMP_SAN_01,P12,62,50% OFF,52,73,3224,2263,-961,-30%,21,40%
