event_id,store_id,campaign_id,product_code,Category,base_price,promo_type,quantity_sold(before_promo),quantity_sold(after_promo),Revenue Before,Revenue After,IR,IR%,ISU,ISU%
f8a2a6,STMDU-1,CAMP_SAN_01,P09,Personal Care,90,25% OFF,45,36,"? 4,050","? 2,430","-? 1,620",-40%,-9,-20%
c1c42d,STMLR-1,CAMP_SAN_01,P09,Personal Care,90,25% OFF,28,22,"? 2,520","? 1,485","-? 1,035",-41%,-6,-21%
6eede8,STTRV-0,CAMP_SAN_01,P11,Personal Care,190,50% OFF,22,30,"? 4,180","? 2,850","-? 1,330",-32%,8,36%
092c09,STHYD-5,CAMP_DIW_01,P08,Home Care,1190,BOGOF,43,147,"? 51,170","? 1,74,930","? 1,23,760",242%,251,584%
3f34d5,STCBE-2,CAMP_DIW_01,P09,Personal Care,110,50% OFF,50,80,"? 5,500","? 4,400","-? 1,100",-20%,30,60%
2b50e0,STBLR-6,CAMP_DIW_01,P15,Combo1,3000,500 Cashback,390,1318,"? 11,70,000","? 32,95,000","? 21,25,000",182%,928,238%
92151c,STMDU-3,CAMP_SAN_01,P10,Personal Care,50,25% OFF,25,20,"? 1,250",? 750,-? 500,-40%,-5,-20%
4ad12b,STBLR-4,CAMP_DIW_01,P15,Combo1,3000,500 Cashback,407,1245,"? 12,21,000","? 31,12,500","? 18,91,500",155%,838,206%
1824c2,STHYD-6,CAMP_SAN_01,P12,Personal Care,62,50% OFF,67,93,"? 4,154","? 2,883","-? 1,271",-31%,26,39%
9b309b,STMYS-0,CAMP_SAN_01,P09,Personal Care,90,25% OFF,67,56,"? 6,030","? 3,780","-? 2,250",-37%,-11,-16%
0dfaac,STCHE-6,CAMP_DIW_01,P02,Grocery & Staples,860,33% OFF,434,629,"? 3,73,240","? 3,62,430","-? 10,810",-3%,195,45%
652101,STBLR-1,CAMP_DIW_01,P07,Home Care,300,BOGOF,61,189,"? 18,300","? 56,700","? 38,400",210%,317,520%
6ec0eb,STCHE-2,CAMP_DIW_01,P15,Combo1,3000,500 Cashback,369,1073,"? 11,07,000","? 26,82,500","? 15,75,500",142%,704,191%
07ee94,STCHE-4,CAMP_DIW_01,P03,Grocery & Staples,156,25% OFF,369,332,"? 57,564","? 38,844","-? 18,720",-33%,-37,-10%
4a34a6,STVSK-4,CAMP_SAN_01,P09,Personal Care,90,25% OFF,34,25,"? 3,060","? 1,688","-? 1,373",-45%,-9,-26%
8ea7e8,STVJD-1,CAMP_SAN_01,P09,Personal Care,90,25% OFF,37,26,"? 3,330","? 1,755","-? 1,575",-47%,-11,-30%
6ee8ab,STVSK-0,CAMP_SAN_01,P06,Home Care,415,25% OFF,16,13,"? 6,640","? 4,046","-? 2,594",-39%,-3,-19%
0d70f7,STVSK-2,CAMP_DIW_01,P01,Grocery & Staples,172,33% OFF,210,367,"? 36,120","? 42,293","? 6,173",17%,157,75%
deea3e,STMLR-1,CAMP_SAN_01,P14,Home Appliances,1020,BOGOF,51,198,"? 52,020","? 2,01,960","? 1,49,940",288%,345,676%
699bac,STCHE-7,CAMP_SAN_01,P07,Home Care,300,BOGOF,42,183,"? 12,600","? 54,900","? 42,300",336%,324,771%
cc4a67,STTRV-0,CAMP_DIW_01,P03,Grocery & Staples,156,25% OFF,187,181,"? 29,172","? 21,177","-? 7,995",-27%,-6,-3%
b456c0,STBLR-3,CAMP_DIW_01,P06,Home Care,415,25% OFF,91,72,"? 37,765","? 22,410","-? 15,355",-41%,-19,-21%
d2dc77,STMLR-0,CAMP_DIW_01,P13,Home Appliances,350,BOGOF,40,119,"? 14,000","? 41,650","? 27,650",198%,198,495%
f78e86,STCHE-3,CAMP_DIW_01,P06,Home Care,415,25% OFF,77,67,"? 31,955","? 20,854","-? 11,101",-35%,-10,-13%
9d1009,STHYD-0,CAMP_DIW_01,P06,Home Care,415,25% OFF,78,68,"? 32,370","? 21,165","-? 11,205",-35%,-10,-13%
0179b3,STMLR-2,CAMP_SAN_01,P05,Home Care,55,25% OFF,15,12,? 825,? 495,-? 330,-40%,-3,-20%
933cae,STCHE-3,CAMP_SAN_01,P06,Home Care,415,25% OFF,28,23,"? 11,620","? 7,159","-? 4,461",-38%,-5,-18%
7704c2,STBLR-7,CAMP_SAN_01,P04,Grocery & Staples,370,BOGOF,382,1638,"? 1,41,340","? 6,06,060","? 4,64,720",329%,2894,758%
b55027,STCHE-6,CAMP_SAN_01,P10,Personal Care,50,25% OFF,31,22,"? 1,550",? 825,-? 725,-47%,-9,-29%
0842b9,STCBE-1,CAMP_DIW_01,P04,Grocery & Staples,290,25% OFF,227,172,"? 65,830","? 37,410","-? 28,420",-43%,-55,-24%
1142fd,STVSK-3,CAMP_DIW_01,P05,Home Care,55,25% OFF,71,63,"? 3,905","? 2,599","-? 1,306",-33%,-8,-11%
35e1c7,STBLR-1,CAMP_DIW_01,P14,Home Appliances,1020,BOGOF,54,169,"? 55,080","? 1,72,380","? 1,17,300",213%,284,526%
80255e,STMDU-0,CAMP_DIW_01,P05,Home Care,55,25% OFF,57,50,"? 3,135","? 2,063","-? 1,073",-34%,-7,-12%
37cb87,STBLR-1,CAMP_SAN_01,P07,Home Care,300,BOGOF,46,115,"? 13,800","? 34,500","? 20,700",150%,184,400%
fd5855,STVSK-4,CAMP_SAN_01,P08,Home Care,1190,BOGOF,25,64,"? 29,750","? 76,160","? 46,410",156%,103,412%
0f714a,STVJD-1,CAMP_SAN_01,P06,Home Care,415,25% OFF,16,11,"? 6,640","? 3,424","-? 3,216",-48%,-5,-31%
4ab3c2,STVSK-1,CAMP_DIW_01,P09,Personal Care,110,50% OFF,64,81,"? 7,040","? 4,455","-? 2,585",-37%,17,27%
57d06d,STCBE-1,CAMP_SAN_01,P09,Personal Care,90,25% OFF,54,39,"? 4,860","? 2,633","-? 2,228",-46%,-15,-28%
ad783e,STCHE-4,CAMP_SAN_01,P10,Personal Care,50,25% OFF,30,25,"? 1,500",? 938,-? 563,-38%,-5,-17%
cf616b,STMYS-2,CAMP_DIW_01,P09,Personal Care,110,50% OFF,64,84,"? 7,040","? 4,620","-? 2,420",-34%,20,31%
e5e0dc,STHYD-0,CAMP_SAN_01,P07,Home Care,300,BOGOF,52,204,"? 15,600","? 61,200","? 45,600",292%,356,685%
30bacd,STBLR-3,CAMP_DIW_01,P14,Home Appliances,1020,BOGOF,42,143,"? 42,840","? 1,45,860","? 1,03,020",240%,244,581%
68e849,STMLR-2,CAMP_DIW_01,P06,Home Care,415,25% OFF,40,34,"? 16,600","? 10,583","-? 6,018",-36%,-6,-15%
c3b647,STCHE-5,CAMP_SAN_01,P08,Home Care,1190,BOGOF,64,256,"? 76,160","? 3,04,640","? 2,28,480",300%,448,700%
5dfa52,STVSK-2,CAMP_DIW_01,P04,Grocery & Staples,290,25% OFF,244,217,"? 70,760","? 47,198","-? 23,563",-33%,-27,-11%
9d63a7,STHYD-6,CAMP_SAN_01,P08,Home Care,1190,BOGOF,43,166,"? 51,170","? 1,97,540","? 1,46,370",286%,289,672%
9fae1c,STHYD-2,CAMP_DIW_01,P15,Combo1,3000,500 Cashback,400,1176,"? 12,00,000","? 29,40,000","? 17,40,000",145%,776,194%
ae288b,STMYS-0,CAMP_DIW_01,P11,Personal Care,190,50% OFF,89,113,"? 16,910","? 10,735","-? 6,175",-37%,24,27%
f940cf,STHYD-6,CAMP_DIW_01,P13,Home Appliances,350,BOGOF,77,260,"? 26,950","? 91,000","? 64,050",238%,443,575%
7cf0d8,STMDU-0,CAMP_SAN_01,P14,Home Appliances,1020,BOGOF,79,349,"? 80,580","? 3,55,980","? 2,75,400",342%,619,784%
a7c40d,STMLR-1,CAMP_DIW_01,P09,Personal Care,110,50% OFF,38,50,"? 4,180","? 2,750","-? 1,430",-34%,12,32%
d4ccb5,STCBE-1,CAMP_DIW_01,P05,Home Care,55,25% OFF,61,50,"? 3,355","? 2,063","-? 1,293",-39%,-11,-18%
9953ec,STTRV-0,CAMP_SAN_01,P04,Grocery & Staples,370,BOGOF,187,733,"? 69,190","? 2,71,210","? 2,02,020",292%,1279,684%
fc9ab7,STCBE-1,CAMP_DIW_01,P08,Home Care,1190,BOGOF,40,140,"? 47,600","? 1,66,600","? 1,19,000",250%,240,600%
f32df2,STHYD-6,CAMP_DIW_01,P04,Grocery & Staples,290,25% OFF,390,339,"? 1,13,100","? 73,733","-? 39,368",-35%,-51,-13%
cf6323,STTRV-0,CAMP_DIW_01,P15,Combo1,3000,500 Cashback,190,547,"? 5,70,000","? 13,67,500","? 7,97,500",140%,357,188%
5372de,STCBE-3,CAMP_SAN_01,P10,Personal Care,50,25% OFF,28,22,"? 1,400",? 825,-? 575,-41%,-6,-21%
24054f,STBLR-4,CAMP_DIW_01,P09,Personal Care,110,50% OFF,89,116,"? 9,790","? 6,380","-? 3,410",-35%,27,30%
4f75fe,STMYS-2,CAMP_DIW_01,P08,Home Care,1190,BOGOF,42,123,"? 49,980","? 1,46,370","? 96,390",193%,204,486%
21a8a0,STBLR-4,CAMP_SAN_01,P01,Grocery & Staples,172,33% OFF,286,394,"? 49,192","? 45,405","-? 3,787",-8%,108,38%
800f42,STMDU-3,CAMP_SAN_01,P03,Grocery & Staples,200,BOGOF,273,1097,"? 54,600","? 2,19,400","? 1,64,800",302%,1921,704%
cdb883,STMDU-0,CAMP_SAN_01,P12,Personal Care,62,50% OFF,46,66,"? 2,852","? 2,046",-? 806,-28%,20,43%
9c2777,STCHE-6,CAMP_SAN_01,P02,Grocery & Staples,860,33% OFF,463,629,"? 3,98,180","? 3,62,430","-? 35,750",-9%,166,36%
a6cb9e,STVSK-2,CAMP_SAN_01,P05,Home Care,55,25% OFF,15,12,? 825,? 495,-? 330,-40%,-3,-20%
f23d14,STHYD-1,CAMP_SAN_01,P05,Home Care,55,25% OFF,25,21,"? 1,375",? 866,-? 509,-37%,-4,-16%
ee68d9,STCHE-1,CAMP_SAN_01,P15,Combo1,3000,500 Cashback,136,242,"? 4,08,000","? 6,05,000","? 1,97,000",48%,106,78%
5e1671,STCHE-2,CAMP_SAN_01,P10,Personal Care,50,25% OFF,34,30,"? 1,700","? 1,125",-? 575,-34%,-4,-12%
e411c6,STHYD-4,CAMP_DIW_01,P15,Combo1,3000,500 Cashback,323,965,"? 9,69,000","? 24,12,500","? 14,43,500",149%,642,199%
9ff4a9,STMDU-1,CAMP_DIW_01,P10,Personal Care,65,50% OFF,94,120,"? 6,110","? 3,900","-? 2,210",-36%,26,28%
49706e,STMDU-3,CAMP_SAN_01,P15,Combo1,3000,500 Cashback,120,274,"? 3,60,000","? 6,85,000","? 3,25,000",90%,154,128%
7e28fb,STHYD-4,CAMP_DIW_01,P06,Home Care,415,25% OFF,96,92,"? 39,840","? 28,635","-? 11,205",-28%,-4,-4%
e4f1f3,STCBE-3,CAMP_SAN_01,P11,Personal Care,190,50% OFF,33,50,"? 6,270","? 4,750","-? 1,520",-24%,17,52%
af2b25,STBLR-7,CAMP_DIW_01,P13,Home Appliances,350,BOGOF,85,338,"? 29,750","? 1,18,300","? 88,550",298%,591,695%
fe4bf5,STCHE-4,CAMP_DIW_01,P06,Home Care,415,25% OFF,91,80,"? 37,765","? 24,900","-? 12,865",-34%,-11,-12%
d91475,STMYS-0,CAMP_DIW_01,P07,Home Care,300,BOGOF,61,189,"? 18,300","? 56,700","? 38,400",210%,317,520%
09d857,STHYD-5,CAMP_DIW_01,P02,Grocery & Staples,860,33% OFF,386,594,"? 3,31,960","? 3,42,263","? 10,303",3%,208,54%
aa96fc,STCHE-4,CAMP_SAN_01,P04,Grocery & Staples,370,BOGOF,379,1603,"? 1,40,230","? 5,93,110","? 4,52,880",323%,2827,746%
2c893f,STCHE-3,CAMP_DIW_01,P12,Personal Care,62,50% OFF,103,129,"? 6,386","? 3,999","-? 2,387",-37%,26,25%
bac74e,STBLR-9,CAMP_SAN_01,P01,Grocery & Staples,172,33% OFF,319,449,"? 54,868","? 51,743","-? 3,125",-6%,130,41%
31c430,STHYD-1,CAMP_SAN_01,P01,Grocery & Staples,172,33% OFF,312,393,"? 53,664","? 45,289","-? 8,375",-16%,81,26%
432f1d,STBLR-4,CAMP_SAN_01,P05,Home Care,55,25% OFF,19,15,"? 1,045",? 619,-? 426,-41%,-4,-21%
6edb42,STBLR-8,CAMP_SAN_01,P10,Personal Care,50,25% OFF,36,26,"? 1,800",? 975,-? 825,-46%,-10,-28%
115760,STMDU-2,CAMP_DIW_01,P07,Home Care,300,BOGOF,43,147,"? 12,900","? 44,100","? 31,200",242%,251,584%
acf9c2,STCHE-4,CAMP_SAN_01,P01,Grocery & Staples,172,33% OFF,235,329,"? 40,420","? 37,914","-? 2,506",-6%,94,40%
0c9f61,STBLR-7,CAMP_SAN_01,P03,Grocery & Staples,200,BOGOF,433,1883,"? 86,600","? 3,76,600","? 2,90,000",335%,3333,770%
40baa1,STCBE-0,CAMP_SAN_01,P08,Home Care,1190,BOGOF,42,167,"? 49,980","? 1,98,730","? 1,48,750",298%,292,695%
ba7fb5,STCHE-0,CAMP_DIW_01,P05,Home Care,55,25% OFF,119,107,"? 6,545","? 4,414","-? 2,131",-33%,-12,-10%
555fcd,STVSK-3,CAMP_DIW_01,P13,Home Appliances,350,BOGOF,57,178,"? 19,950","? 62,300","? 42,350",212%,299,525%
c649ca,STMYS-1,CAMP_SAN_01,P02,Grocery & Staples,860,33% OFF,595,886,"? 5,11,700","? 5,10,513","-? 1,187",0%,291,49%
578a67,STBLR-2,CAMP_DIW_01,P11,Personal Care,190,50% OFF,101,131,"? 19,190","? 12,445","-? 6,745",-35%,30,30%
35701b,STVJD-0,CAMP_DIW_01,P04,Grocery & Staples,290,25% OFF,192,188,"? 55,680","? 40,890","-? 14,790",-27%,-4,-2%
77c2be,STBLR-8,CAMP_DIW_01,P06,Home Care,415,25% OFF,78,62,"? 32,370","? 19,298","-? 13,073",-40%,-16,-21%
8cd89f,STHYD-0,CAMP_SAN_01,P03,Grocery & Staples,200,BOGOF,363,1408,"? 72,600","? 2,81,600","? 2,09,000",288%,2453,676%
21006,STVSK-2,CAMP_SAN_01,P03,Grocery & Staples,200,BOGOF,192,754,"? 38,400","? 1,50,800","? 1,12,400",293%,1316,685%
1c3fb4,STMLR-1,CAMP_SAN_01,P02,Grocery & Staples,860,33% OFF,237,327,"? 2,03,820","? 1,88,417","-? 15,403",-8%,90,38%
0e96b4,STCBE-4,CAMP_SAN_01,P14,Home Appliances,1020,BOGOF,93,234,"? 94,860","? 2,38,680","? 1,43,820",152%,375,403%
3ea7d6,STMYS-0,CAMP_SAN_01,P15,Combo1,3000,500 Cashback,105,173,"? 3,15,000","? 4,32,500","? 1,17,500",37%,68,65%
fb508c,STBLR-9,CAMP_DIW_01,P15,Combo1,3000,500 Cashback,358,1070,"? 10,74,000","? 26,75,000","? 16,01,000",149%,712,199%
d671d3,STVSK-1,CAMP_DIW_01,P12,Personal Care,62,50% OFF,91,113,"? 5,642","? 3,503","-? 2,139",-38%,22,24%
365da3,STCBE-1,CAMP_SAN_01,P06,Home Care,415,25% OFF,21,15,"? 8,715","? 4,669","-? 4,046",-46%,-6,-29%
33da9a,STHYD-5,CAMP_DIW_01,P14,Home Appliances,1020,BOGOF,54,183,"? 55,080","? 1,86,660","? 1,31,580",239%,312,578%
e391bc,STHYD-0,CAMP_DIW_01,P09,Personal Care,110,50% OFF,77,113,"? 8,470","? 6,215","-? 2,255",-27%,36,47%
cd4812,STMDU-3,CAMP_DIW_01,P07,Home Care,300,BOGOF,47,162,"? 14,100","? 48,600","? 34,500",245%,277,589%
c4123e,STCHE-7,CAMP_DIW_01,P02,Grocery & Staples,860,33% OFF,336,507,"? 2,88,960","? 2,92,133","? 3,173",1%,171,51%
933f7e,STCHE-7,CAMP_DIW_01,P07,Home Care,300,BOGOF,71,282,"? 21,300","? 84,600","? 63,300",297%,493,694%
7c8fd1,STMYS-3,CAMP_DIW_01,P15,Combo1,3000,500 Cashback,416,1472,"? 12,48,000","? 36,80,000","? 24,32,000",195%,1056,254%
4cd232,STVJD-0,CAMP_DIW_01,P14,Home Appliances,1020,BOGOF,28,92,"? 28,560","? 93,840","? 65,280",229%,156,557%
65a802,STMLR-1,CAMP_SAN_01,P05,Home Care,55,25% OFF,13,10,? 715,? 413,-? 303,-42%,-3,-23%
ffdcb8,STHYD-6,CAMP_SAN_01,P02,Grocery & Staples,860,33% OFF,454,644,"? 3,90,440","? 3,71,073","-? 19,367",-5%,190,42%
496b80,STHYD-4,CAMP_SAN_01,P15,Combo1,3000,500 Cashback,118,253,"? 3,54,000","? 6,32,500","? 2,78,500",79%,135,114%
4001c4,STBLR-6,CAMP_SAN_01,P04,Grocery & Staples,370,BOGOF,402,1652,"? 1,48,740","? 6,11,240","? 4,62,500",311%,2902,722%
84dbe3,STHYD-1,CAMP_SAN_01,P07,Home Care,300,BOGOF,51,140,"? 15,300","? 42,000","? 26,700",175%,229,449%
45c35a,STHYD-5,CAMP_SAN_01,P11,Personal Care,190,50% OFF,54,76,"? 10,260","? 7,220","-? 3,040",-30%,22,41%
6d343d,STHYD-6,CAMP_DIW_01,P12,Personal Care,62,50% OFF,133,167,"? 8,246","? 5,177","-? 3,069",-37%,34,26%
a672df,STMDU-1,CAMP_SAN_01,P12,Personal Care,62,50% OFF,36,49,"? 2,232","? 1,519",-? 713,-32%,13,36%
ba0b3e,STBLR-7,CAMP_SAN_01,P07,Home Care,300,BOGOF,40,165,"? 12,000","? 49,500","? 37,500",313%,290,725%
5.23E+42,STCHE-5,CAMP_DIW_01,P15,Combo1,3000,500 Cashback,388,1187,"? 11,64,000","? 29,67,500","? 18,03,500",155%,799,206%
faeeb8,STHYD-2,CAMP_DIW_01,P09,Personal Care,110,50% OFF,80,107,"? 8,800","? 5,885","-? 2,915",-33%,27,34%
3adeb2,STMYS-0,CAMP_SAN_01,P14,Home Appliances,1020,BOGOF,84,219,"? 85,680","? 2,23,380","? 1,37,700",161%,354,421%
a40872,STBLR-7,CAMP_DIW_01,P14,Home Appliances,1020,BOGOF,47,189,"? 47,940","? 1,92,780","? 1,44,840",302%,331,704%
35e3ec,STMDU-1,CAMP_SAN_01,P07,Home Care,300,BOGOF,40,154,"? 12,000","? 46,200","? 34,200",285%,268,670%
8a7e7e,STMYS-0,CAMP_SAN_01,P03,Grocery & Staples,200,BOGOF,333,869,"? 66,600","? 1,73,800","? 1,07,200",161%,1405,422%
b4867e,STCHE-6,CAMP_SAN_01,P11,Personal Care,190,50% OFF,57,79,"? 10,830","? 7,505","-? 3,325",-31%,22,39%
cea0e2,STCHE-2,CAMP_DIW_01,P11,Personal Care,190,50% OFF,73,84,"? 13,870","? 7,980","-? 5,890",-42%,11,15%
a6a18f,STHYD-6,CAMP_SAN_01,P06,Home Care,415,25% OFF,34,27,"? 14,110","? 8,404","-? 5,706",-40%,-7,-21%
1fcfc6,STVSK-0,CAMP_SAN_01,P11,Personal Care,190,50% OFF,31,46,"? 5,890","? 4,370","-? 1,520",-26%,15,48%
5dda21,STCBE-0,CAMP_SAN_01,P14,Home Appliances,1020,BOGOF,69,274,"? 70,380","? 2,79,480","? 2,09,100",297%,479,694%
b5cd07,STVSK-3,CAMP_SAN_01,P01,Grocery & Staples,172,33% OFF,222,275,"? 38,184","? 31,691","-? 6,493",-17%,53,24%
1a1edd,STBLR-7,CAMP_DIW_01,P03,Grocery & Staples,156,25% OFF,343,301,"? 53,508","? 35,217","-? 18,291",-34%,-42,-12%
f682ec,STBLR-0,CAMP_SAN_01,P01,Grocery & Staples,172,33% OFF,273,382,"? 46,956","? 44,022","-? 2,934",-6%,109,40%
693708,STBLR-3,CAMP_SAN_01,P03,Grocery & Staples,200,BOGOF,454,1788,"? 90,800","? 3,57,600","? 2,66,800",294%,3122,688%
349c73,STCHE-2,CAMP_DIW_01,P14,Home Appliances,1020,BOGOF,57,189,"? 58,140","? 1,92,780","? 1,34,640",232%,321,563%
50802a,STCHE-3,CAMP_DIW_01,P07,Home Care,300,BOGOF,64,257,"? 19,200","? 77,100","? 57,900",302%,450,703%
e4b7e4,STHYD-6,CAMP_DIW_01,P09,Personal Care,110,50% OFF,78,102,"? 8,580","? 5,610","-? 2,970",-35%,24,31%
5bfb5e,STCBE-4,CAMP_DIW_01,P10,Personal Care,65,50% OFF,57,72,"? 3,705","? 2,340","-? 1,365",-37%,15,26%
6af3e0,STBLR-6,CAMP_SAN_01,P14,Home Appliances,1020,BOGOF,103,444,"? 1,05,060","? 4,52,880","? 3,47,820",331%,785,762%
6b74c8,STBLR-5,CAMP_DIW_01,P15,Combo1,3000,500 Cashback,379,1095,"? 11,37,000","? 27,37,500","? 16,00,500",141%,716,189%
ec9948,STCBE-2,CAMP_DIW_01,P05,Home Care,55,25% OFF,99,86,"? 5,445","? 3,548","-? 1,898",-35%,-13,-13%
c24879,STCBE-1,CAMP_SAN_01,P04,Grocery & Staples,370,BOGOF,370,1439,"? 1,36,900","? 5,32,430","? 3,95,530",289%,2508,678%
3c0536,STBLR-4,CAMP_SAN_01,P03,Grocery & Staples,200,BOGOF,415,1622,"? 83,000","? 3,24,400","? 2,41,400",291%,2829,682%
19bc3b,STMDU-1,CAMP_DIW_01,P09,Personal Care,110,50% OFF,47,62,"? 5,170","? 3,410","-? 1,760",-34%,15,32%
691b63,STCHE-6,CAMP_DIW_01,P15,Combo1,3000,500 Cashback,432,1291,"? 12,96,000","? 32,27,500","? 19,31,500",149%,859,199%
3ace0f,STVSK-2,CAMP_DIW_01,P09,Personal Care,110,50% OFF,64,98,"? 7,040","? 5,390","-? 1,650",-23%,34,53%
8cee6d,STCBE-3,CAMP_DIW_01,P14,Home Appliances,1020,BOGOF,22,73,"? 22,440","? 74,460","? 52,020",232%,124,564%
1f03e5,STVJD-0,CAMP_DIW_01,P13,Home Appliances,350,BOGOF,45,157,"? 15,750","? 54,950","? 39,200",249%,269,598%
d3227b,STMYS-2,CAMP_DIW_01,P04,Grocery & Staples,290,25% OFF,343,312,"? 99,470","? 67,860","-? 31,610",-32%,-31,-9%
731f58,STMYS-0,CAMP_SAN_01,P05,Home Care,55,25% OFF,28,22,"? 1,540",? 908,-? 633,-41%,-6,-21%
98e55f,STBLR-4,CAMP_DIW_01,P06,Home Care,415,25% OFF,101,90,"? 41,915","? 28,013","-? 13,903",-33%,-11,-11%
dee3e9,STCBE-0,CAMP_SAN_01,P03,Grocery & Staples,200,BOGOF,384,1509,"? 76,800","? 3,01,800","? 2,25,000",293%,2634,686%
3.59E+89,STBLR-3,CAMP_SAN_01,P06,Home Care,415,25% OFF,22,16,"? 9,130","? 4,980","-? 4,150",-45%,-6,-27%
4c1375,STHYD-4,CAMP_DIW_01,P10,Personal Care,65,50% OFF,148,196,"? 9,620","? 6,370","-? 3,250",-34%,48,32%
480431,STVSK-2,CAMP_SAN_01,P04,Grocery & Staples,370,BOGOF,408,1607,"? 1,50,960","? 5,94,590","? 4,43,630",294%,2806,688%
6d153f,STHYD-5,CAMP_SAN_01,P15,Combo1,3000,500 Cashback,122,272,"? 3,66,000","? 6,80,000","? 3,14,000",86%,150,123%
508621,STCBE-2,CAMP_SAN_01,P02,Grocery & Staples,860,33% OFF,508,751,"? 4,36,880","? 4,32,726","-? 4,154",-1%,243,48%
1fc58f,STMDU-1,CAMP_SAN_01,P01,Grocery & Staples,172,33% OFF,244,334,"? 41,968","? 38,490","-? 3,478",-8%,90,37%
a25cbf,STCHE-2,CAMP_DIW_01,P04,Grocery & Staples,290,25% OFF,295,289,"? 85,550","? 62,858","-? 22,693",-27%,-6,-2%
adf52a,STBLR-6,CAMP_DIW_01,P14,Home Appliances,1020,BOGOF,47,179,"? 47,940","? 1,82,580","? 1,34,640",281%,311,662%
c9899d,STTRV-1,CAMP_DIW_01,P02,Grocery & Staples,860,33% OFF,199,300,"? 1,71,140","? 1,72,860","? 1,720",1%,101,51%
17195,STCHE-4,CAMP_SAN_01,P11,Personal Care,190,50% OFF,45,64,"? 8,550","? 6,080","-? 2,470",-29%,19,42%
e875c6,STCBE-2,CAMP_DIW_01,P03,Grocery & Staples,156,25% OFF,225,195,"? 35,100","? 22,815","-? 12,285",-35%,-30,-13%
69557f,STBLR-1,CAMP_DIW_01,P10,Personal Care,65,50% OFF,106,137,"? 6,890","? 4,453","-? 2,438",-35%,31,29%
65f85a,STBLR-7,CAMP_SAN_01,P12,Personal Care,62,50% OFF,58,92,"? 3,596","? 2,852",-? 744,-21%,34,59%
f45be0,STCHE-2,CAMP_SAN_01,P05,Home Care,55,25% OFF,25,23,"? 1,375",? 949,-? 426,-31%,-2,-8%
491ff2,STVJD-1,CAMP_SAN_01,P12,Personal Care,62,50% OFF,30,42,"? 1,860","? 1,302",-? 558,-30%,12,40%
b7286f,STBLR-5,CAMP_SAN_01,P02,Grocery & Staples,860,33% OFF,507,704,"? 4,36,020","? 4,05,645","-? 30,375",-7%,197,39%
45512d,STMYS-3,CAMP_SAN_01,P04,Grocery & Staples,370,BOGOF,336,1434,"? 1,24,320","? 5,30,580","? 4,06,260",327%,2532,754%
edac38,STBLR-1,CAMP_DIW_01,P11,Personal Care,190,50% OFF,70,93,"? 13,300","? 8,835","-? 4,465",-34%,23,33%
4572a3,STCHE-1,CAMP_SAN_01,P11,Personal Care,190,50% OFF,48,55,"? 9,120","? 5,225","-? 3,895",-43%,7,15%
896c2a,STTRV-0,CAMP_DIW_01,P04,Grocery & Staples,290,25% OFF,180,171,"? 52,200","? 37,193","-? 15,008",-29%,-9,-5%
308de6,STMDU-2,CAMP_DIW_01,P01,Grocery & Staples,172,33% OFF,225,279,"? 38,700","? 32,152","-? 6,548",-17%,54,24%
4fc1b2,STCHE-2,CAMP_DIW_01,P08,Home Care,1190,BOGOF,47,165,"? 55,930","? 1,96,350","? 1,40,420",251%,283,602%
a7fecb,STBLR-1,CAMP_SAN_01,P03,Grocery & Staples,200,BOGOF,361,963,"? 72,200","? 1,92,600","? 1,20,400",167%,1565,434%
8564bb,STVSK-4,CAMP_SAN_01,P04,Grocery & Staples,370,BOGOF,291,762,"? 1,07,670","? 2,81,940","? 1,74,270",162%,1233,424%
11ea6f,STMDU-2,CAMP_DIW_01,P04,Grocery & Staples,290,25% OFF,271,243,"? 78,590","? 52,853","-? 25,738",-33%,-28,-10%
cca40f,STBLR-1,CAMP_SAN_01,P12,Personal Care,62,50% OFF,73,102,"? 4,526","? 3,162","-? 1,364",-30%,29,40%
f97b6d,STMLR-2,CAMP_DIW_01,P07,Home Care,300,BOGOF,33,115,"? 9,900","? 34,500","? 24,600",248%,197,597%
69a3d2,STTRV-1,CAMP_SAN_01,P08,Home Care,1190,BOGOF,24,92,"? 28,560","? 1,09,480","? 80,920",283%,160,667%
bdfb7d,STHYD-4,CAMP_SAN_01,P05,Home Care,55,25% OFF,16,15,? 880,? 619,-? 261,-30%,-1,-6%
30f1c0,STVJD-1,CAMP_SAN_01,P07,Home Care,300,BOGOF,22,88,"? 6,600","? 26,400","? 19,800",300%,154,700%
390df2,STBLR-0,CAMP_SAN_01,P06,Home Care,415,25% OFF,31,26,"? 12,865","? 8,093","-? 4,773",-37%,-5,-16%
e0844a,STTRV-1,CAMP_DIW_01,P10,Personal Care,65,50% OFF,64,80,"? 4,160","? 2,600","-? 1,560",-38%,16,25%
0a0062,STHYD-4,CAMP_DIW_01,P12,Personal Care,62,50% OFF,110,146,"? 6,820","? 4,526","-? 2,294",-34%,36,33%
886ef2,STMLR-2,CAMP_DIW_01,P08,Home Care,1190,BOGOF,22,73,"? 26,180","? 86,870","? 60,690",232%,124,564%
2ef46d,STMDU-0,CAMP_DIW_01,P02,Grocery & Staples,860,33% OFF,278,430,"? 2,39,080","? 2,47,766","? 8,686",4%,152,55%
